Id,ProductId,ProductName,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,review_date,Summary,Text,Category,HelpfulnessRatio
11,PROD000011,Smartphone X200,USER6077,Customer2927,18,19,3,1750921859,2025-06-26,The Smartphone X200 is okay for the price....,The Smartphone X200 is okay for the price. Great value for money.,Electronics,0.9473684210526315
12,PROD000012,Smartphone X200,USER4159,Customer1771,3,11,3,1734592259,2024-12-19,Decent electronics but nothing special. Could use some...,Decent electronics but nothing special. Could use some improvements.,Electronics,0.2727272727272727
13,PROD000013,Smartphone X200,USER3540,Customer8385,7,12,4,1739344259,2025-02-12,Best electronics I've ever owned. Fast shipping and...,Best electronics I've ever owned. Fast shipping and good packaging.,Electronics,0.5833333333333334
14,PROD000014,Smartphone X200,USER2244,Customer1893,19,27,4,1742368259,2025-03-19,Incredible quality and performance. Fast shipping and good...,Incredible quality and performance. Fast shipping and good packaging.,Electronics,0.7037037037037037
15,PROD000015,Smartphone X200,USER6273,Customer4707,1,3,4,1752649859,2025-07-16,Fantastic electronics product! The build quality is impressive....,Fantastic electronics product! The build quality is impressive.,Electronics,0.3333333333333333
16,PROD000016,Smartphone X200,USER5627,Customer3269,16,19,4,1737357059,2025-01-20,Fantastic electronics product! Very easy to set up...,Fantastic electronics product! Very easy to set up and use.,Electronics,0.8421052631578947
17,PROD000017,Smartphone X200,USER3014,Customer2761,21,28,4,1729667459,2024-10-23,Incredible quality and performance. Much better than I...,Incredible quality and performance. Much better than I expected.,Electronics,0.75
18,PROD000018,Smartphone X200,USER7250,Customer2829,0,5,3,1742886659,2025-03-25,The Smartphone X200 is okay for the price....,The Smartphone X200 is okay for the price. Customer service was helpful.,Electronics,0.0
19,PROD000019,Smartphone X200,USER4326,Customer3874,3,8,3,1737357059,2025-01-20,"It works, but there are better options. Perfect...","It works, but there are better options. Perfect for my needs.",Electronics,0.375
20,PROD000020,Smartphone X200,USER3908,Customer3869,17,18,3,1733641859,2024-12-08,Average performance from the Smartphone X200. Great value...,Average performance from the Smartphone X200. Great value for money.,Electronics,0.9444444444444444
21,PROD000021,Smartphone X200,USER9066,Customer8375,20,23,5,1736493059,2025-01-10,The Smartphone X200 exceeded all my expectations. Not...,The Smartphone X200 exceeded all my expectations. Not as described in the listing.,Electronics,0.8695652173913043
22,PROD000022,Smartphone X200,USER4609,Customer7640,5,15,2,1733037059,2024-12-01,Many issues with the Smartphone X200 functionality. Fast...,Many issues with the Smartphone X200 functionality. Fast shipping and good packaging.,Electronics,0.3333333333333333
23,PROD000023,Smartphone X200,USER7193,Customer2084,12,14,4,1751958659,2025-07-08,Worth every penny - the Smartphone X200 is...,Worth every penny - the Smartphone X200 is amazing. Would buy from this brand again.,Electronics,0.8571428571428571
24,PROD000024,Smartphone X200,USER3269,Customer6056,7,16,5,1737875459,2025-01-26,Incredible quality and performance. Customer service was helpful....,Incredible quality and performance. Customer service was helpful.,Electronics,0.4375
25,PROD000025,Smartphone X200,USER2519,Customer4804,20,30,4,1734160259,2024-12-14,Best electronics I've ever owned. Great value for...,Best electronics I've ever owned. Great value for money.,Electronics,0.6666666666666666
26,PROD000026,Smartphone X200,USER2079,Customer1472,15,24,3,1731309059,2024-11-11,"It works, but there are better options. Great...","It works, but there are better options. Great value for money.",Electronics,0.625
27,PROD000027,Smartphone X200,USER1090,Customer8281,8,8,4,1759302659,2025-10-01,Absolutely love this Smartphone X200! Would buy from...,Absolutely love this Smartphone X200! Would buy from this brand again.,Electronics,1.0
28,PROD000028,Smartphone X200,USER9860,Customer4296,23,23,5,1756969859,2025-09-04,Absolutely love this Smartphone X200! Could use some...,Absolutely love this Smartphone X200! Could use some improvements.,Electronics,1.0
29,PROD000029,Smartphone X200,USER2898,Customer3014,25,26,3,1748416259,2025-05-28,Meets basic expectations. Much better than I expected....,Meets basic expectations. Much better than I expected.,Electronics,0.9615384615384616
30,PROD000030,Smartphone X200,USER4177,Customer8086,18,18,2,1740985859,2025-03-03,Poor quality for a electronics product. Customer service...,Poor quality for a electronics product. Customer service was helpful.,Electronics,1.0
31,PROD000031,Smartphone X200,USER7112,Customer3898,10,17,4,1742281859,2025-03-18,Absolutely love this Smartphone X200! Fast shipping and...,Absolutely love this Smartphone X200! Fast shipping and good packaging.,Electronics,0.5882352941176471
32,PROD000032,Smartphone X200,USER8445,Customer8598,15,24,3,1729408259,2024-10-20,Decent electronics but nothing special. The build quality...,Decent electronics but nothing special. The build quality is impressive.,Electronics,0.625
33,PROD000033,Smartphone X200,USER3100,Customer5349,10,14,4,1755587459,2025-08-19,Fantastic electronics product! Great value for money....,Fantastic electronics product! Great value for money.,Electronics,0.7142857142857143
34,PROD000034,Smartphone X200,USER8307,Customer4296,21,26,3,1752304259,2025-07-12,Standard electronics with no surprises. Fast shipping and...,Standard electronics with no surprises. Fast shipping and good packaging.,Electronics,0.8076923076923077
35,PROD000035,Smartphone X200,USER5988,Customer1771,5,15,4,1735888259,2025-01-03,Incredible quality and performance. Great value for money....,Incredible quality and performance. Great value for money.,Electronics,0.3333333333333333
36,PROD000036,Smartphone X200,USER6067,Customer1392,14,24,5,1742627459,2025-03-22,Absolutely love this Smartphone X200! Very easy to...,Absolutely love this Smartphone X200! Very easy to set up and use.,Electronics,0.5833333333333334
37,PROD000037,Smartphone X200,USER2041,Customer4849,9,11,3,1754205059,2025-08-03,Does the job but could be improved. Perfect...,Does the job but could be improved. Perfect for my needs.,Electronics,0.8181818181818182
38,PROD000038,Smartphone X200,USER3060,Customer6086,22,23,4,1742627459,2025-03-22,Worth every penny - the Smartphone X200 is...,Worth every penny - the Smartphone X200 is amazing. Could use some improvements.,Electronics,0.9565217391304348
39,PROD000039,Smartphone X200,USER3065,Customer5979,13,22,3,1750921859,2025-06-26,The Smartphone X200 is okay for the price....,The Smartphone X200 is okay for the price. Much better than I expected.,Electronics,0.5909090909090909
40,PROD000040,Smartphone X200,USER3314,Customer8476,2,10,4,1736061059,2025-01-05,Absolutely love this Smartphone X200! Perfect for my...,Absolutely love this Smartphone X200! Perfect for my needs.,Electronics,0.2
41,PROD000041,Smartphone X200,USER6967,Customer5650,9,16,3,1747811459,2025-05-21,Meets basic expectations. Fast shipping and good packaging....,Meets basic expectations. Fast shipping and good packaging.,Electronics,0.5625
42,PROD000042,Smartphone X200,USER6970,Customer4702,19,23,3,1748243459,2025-05-26,The Smartphone X200 is okay for the price....,The Smartphone X200 is okay for the price. Perfect for my needs.,Electronics,0.8260869565217391
43,PROD000043,Smartphone X200,USER5091,Customer4548,7,12,4,1730704259,2024-11-04,Best electronics I've ever owned. Very easy to...,Best electronics I've ever owned. Very easy to set up and use.,Electronics,0.5833333333333334
44,PROD000044,Smartphone X200,USER3077,Customer7820,2,8,4,1752822659,2025-07-18,Fantastic electronics product! Perfect for my needs....,Fantastic electronics product! Perfect for my needs.,Electronics,0.25
45,PROD000045,Smartphone X200,USER6332,Customer7903,24,26,3,1758697859,2025-09-24,Average performance from the Smartphone X200. The build...,Average performance from the Smartphone X200. The build quality is impressive.,Electronics,0.9230769230769231
46,PROD000046,Smartphone X200,USER7988,Customer4230,10,17,4,1755501059,2025-08-18,The Smartphone X200 exceeded all my expectations. Could...,The Smartphone X200 exceeded all my expectations. Could use some improvements.,Electronics,0.5882352941176471
47,PROD000047,Smartphone X200,USER1829,Customer8602,14,15,4,1728025859,2024-10-04,Absolutely love this Smartphone X200! Fast shipping and...,Absolutely love this Smartphone X200! Fast shipping and good packaging.,Electronics,0.9333333333333333
48,PROD000048,Smartphone X200,USER9355,Customer7036,4,8,3,1755069059,2025-08-13,Average performance from the Smartphone X200. Would buy...,Average performance from the Smartphone X200. Would buy from this brand again.,Electronics,0.5
49,PROD000049,Smartphone X200,USER7697,Customer7916,13,19,4,1735801859,2025-01-02,Worth every penny - the Smartphone X200 is...,Worth every penny - the Smartphone X200 is amazing. Customer service was helpful.,Electronics,0.6842105263157895
50,PROD000050,Smartphone X200,USER1439,Customer1536,21,28,5,1758525059,2025-09-22,Fantastic electronics product! The build quality is impressive....,Fantastic electronics product! The build quality is impressive.,Electronics,0.75
51,PROD000051,Smartphone X200,USER8810,Customer5340,23,30,4,1737529859,2025-01-22,Fantastic electronics product! Very easy to set up...,Fantastic electronics product! Very easy to set up and use.,Electronics,0.7666666666666667
52,PROD000052,Smartphone X200,USER8193,Customer3363,1,11,3,1744614659,2025-04-14,Standard electronics with no surprises. Great value for...,Standard electronics with no surprises. Great value for money.,Electronics,0.09090909090909091
53,PROD000053,Smartphone X200,USER6380,Customer4375,7,9,4,1734246659,2024-12-15,Best electronics I've ever owned. Great value for...,Best electronics I've ever owned. Great value for money.,Electronics,0.7777777777777778
54,PROD000054,Smartphone X200,USER4070,Customer2381,17,21,3,1743577859,2025-04-02,Meets basic expectations. Very easy to set up...,Meets basic expectations. Very easy to set up and use.,Electronics,0.8095238095238095
55,PROD000055,Smartphone X200,USER2829,Customer6935,10,15,4,1759302659,2025-10-01,Best electronics I've ever owned. Much better than...,Best electronics I've ever owned. Much better than I expected.,Electronics,0.6666666666666666
56,PROD000056,Smartphone X200,USER4252,Customer5779,24,25,4,1743664259,2025-04-03,Incredible quality and performance. Very easy to set...,Incredible quality and performance. Very easy to set up and use.,Electronics,0.96
57,PROD000057,Smartphone X200,USER2943,Customer4149,4,13,4,1748416259,2025-05-28,Best electronics I've ever owned. Fast shipping and...,Best electronics I've ever owned. Fast shipping and good packaging.,Electronics,0.3076923076923077
58,PROD000058,Smartphone X200,USER5429,Customer7533,0,10,3,1734678659,2024-12-20,Meets basic expectations. Fast shipping and good packaging....,Meets basic expectations. Fast shipping and good packaging.,Electronics,0.0
59,PROD000059,Smartphone X200,USER7205,Customer7740,18,27,5,1728371459,2024-10-08,Highly recommend this Smartphone X200 to everyone. Fast...,Highly recommend this Smartphone X200 to everyone. Fast shipping and good packaging.,Electronics,0.6666666666666666
60,PROD000060,Smartphone X200,USER5721,Customer2413,9,12,5,1736320259,2025-01-08,Worth every penny - the Smartphone X200 is...,Worth every penny - the Smartphone X200 is amazing. The build quality is impressive.,Electronics,0.75
61,PROD000061,Smartphone X200,USER3172,Customer6885,16,23,4,1746861059,2025-05-10,Best electronics I've ever owned. Could use some...,Best electronics I've ever owned. Could use some improvements.,Electronics,0.6956521739130435
62,PROD000062,Smartphone X200,USER7262,Customer9094,24,29,4,1743491459,2025-04-01,Absolutely love this Smartphone X200! Customer service was...,Absolutely love this Smartphone X200! Customer service was helpful.,Electronics,0.8275862068965517
63,PROD000063,Smartphone X200,USER1369,Customer5881,0,3,4,1743750659,2025-04-04,Highly recommend this Smartphone X200 to everyone. Could...,Highly recommend this Smartphone X200 to everyone. Could use some improvements.,Electronics,0.0
64,PROD000064,Laptop Pro 15,USER1320,Customer4651,9,11,4,1759129859,2025-09-29,Best computers I've ever owned. Not as described...,Best computers I've ever owned. Not as described in the listing.,Computers,0.8181818181818182
65,PROD000065,Laptop Pro 15,USER4018,Customer9278,7,17,5,1749885059,2025-06-14,Best computers I've ever owned. Fast shipping and...,Best computers I've ever owned. Fast shipping and good packaging.,Computers,0.4117647058823529
66,PROD000066,Laptop Pro 15,USER3292,Customer9143,24,34,5,1755155459,2025-08-14,Incredible quality and performance. Great value for money....,Incredible quality and performance. Great value for money.,Computers,0.7058823529411765
67,PROD000067,Laptop Pro 15,USER9954,Customer6730,6,8,3,1744701059,2025-04-15,Meets basic expectations. Much better than I expected....,Meets basic expectations. Much better than I expected.,Computers,0.75
68,PROD000068,Laptop Pro 15,USER7563,Customer6879,24,27,4,1754291459,2025-08-04,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Perfect for my needs.,Computers,0.8888888888888888
69,PROD000069,Laptop Pro 15,USER5471,Customer6760,13,19,3,1751353859,2025-07-01,"It works, but there are better options. The...","It works, but there are better options. The build quality is impressive.",Computers,0.6842105263157895
70,PROD000070,Laptop Pro 15,USER7130,Customer8176,12,17,5,1757574659,2025-09-11,Fantastic computers product! Great value for money....,Fantastic computers product! Great value for money.,Computers,0.7058823529411765
71,PROD000071,Laptop Pro 15,USER3806,Customer8014,6,13,3,1748934659,2025-06-03,Does the job but could be improved. Much...,Does the job but could be improved. Much better than I expected.,Computers,0.46153846153846156
72,PROD000072,Laptop Pro 15,USER7562,Customer7707,9,12,4,1747379459,2025-05-16,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Great value for money.,Computers,0.75
73,PROD000073,Laptop Pro 15,USER7195,Customer5118,18,22,4,1735110659,2024-12-25,Fantastic computers product! The build quality is impressive....,Fantastic computers product! The build quality is impressive.,Computers,0.8181818181818182
74,PROD000074,Laptop Pro 15,USER3183,Customer9167,6,16,4,1741417859,2025-03-08,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Customer service was helpful.,Computers,0.375
75,PROD000075,Laptop Pro 15,USER1669,Customer9215,14,18,3,1742627459,2025-03-22,The Laptop Pro 15 is okay for the...,The Laptop Pro 15 is okay for the price. Great value for money.,Computers,0.7777777777777778
76,PROD000076,Laptop Pro 15,USER4796,Customer5356,20,28,4,1742454659,2025-03-20,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Fast shipping and good packaging.,Computers,0.7142857142857143
77,PROD000077,Laptop Pro 15,USER7262,Customer5329,13,22,5,1732864259,2024-11-29,Incredible quality and performance. Would buy from this...,Incredible quality and performance. Would buy from this brand again.,Computers,0.5909090909090909
78,PROD000078,Laptop Pro 15,USER7193,Customer4907,18,23,3,1758784259,2025-09-25,Standard computers with no surprises. Would buy from...,Standard computers with no surprises. Would buy from this brand again.,Computers,0.782608695652174
79,PROD000079,Laptop Pro 15,USER3435,Customer9672,2,2,4,1732777859,2024-11-28,Incredible quality and performance. The build quality is...,Incredible quality and performance. The build quality is impressive.,Computers,1.0
80,PROD000080,Laptop Pro 15,USER7916,Customer6460,6,11,5,1749798659,2025-06-13,Best computers I've ever owned. Much better than...,Best computers I've ever owned. Much better than I expected.,Computers,0.5454545454545454
81,PROD000081,Laptop Pro 15,USER8691,Customer5897,24,26,4,1749366659,2025-06-08,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Great value for money.,Computers,0.9230769230769231
82,PROD000082,Laptop Pro 15,USER8481,Customer1139,17,17,4,1736233859,2025-01-07,Best computers I've ever owned. Would buy from...,Best computers I've ever owned. Would buy from this brand again.,Computers,1.0
83,PROD000083,Laptop Pro 15,USER5633,Customer7296,17,23,3,1753773059,2025-07-29,The Laptop Pro 15 is okay for the...,The Laptop Pro 15 is okay for the price. Customer service was helpful.,Computers,0.7391304347826086
84,PROD000084,Laptop Pro 15,USER1971,Customer6781,24,30,5,1731481859,2024-11-13,Best computers I've ever owned. Fast shipping and...,Best computers I've ever owned. Fast shipping and good packaging.,Computers,0.8
85,PROD000085,Laptop Pro 15,USER5120,Customer2169,12,20,4,1743318659,2025-03-30,Fantastic computers product! Very easy to set up...,Fantastic computers product! Very easy to set up and use.,Computers,0.6
86,PROD000086,Laptop Pro 15,USER8595,Customer1306,17,26,3,1734765059,2024-12-21,Average performance from the Laptop Pro 15. Not...,Average performance from the Laptop Pro 15. Not as described in the listing.,Computers,0.6538461538461539
87,PROD000087,Laptop Pro 15,USER2931,Customer2279,9,18,4,1739862659,2025-02-18,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Fast shipping and good packaging.,Computers,0.5
88,PROD000088,Laptop Pro 15,USER8775,Customer4123,12,14,3,1749539459,2025-06-10,Does the job but could be improved. Very...,Does the job but could be improved. Very easy to set up and use.,Computers,0.8571428571428571
89,PROD000089,Laptop Pro 15,USER9356,Customer2848,0,6,3,1757315459,2025-09-08,Standard computers with no surprises. Great value for...,Standard computers with no surprises. Great value for money.,Computers,0.0
90,PROD000090,Laptop Pro 15,USER9855,Customer9478,9,16,4,1744355459,2025-04-11,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. The build quality is impressive.,Computers,0.5625
91,PROD000091,Laptop Pro 15,USER5923,Customer8572,8,17,5,1736752259,2025-01-13,Fantastic computers product! Could use some improvements....,Fantastic computers product! Could use some improvements.,Computers,0.47058823529411764
92,PROD000092,Laptop Pro 15,USER5582,Customer5492,9,18,3,1740899459,2025-03-02,Average performance from the Laptop Pro 15. Very...,Average performance from the Laptop Pro 15. Very easy to set up and use.,Computers,0.5
93,PROD000093,Laptop Pro 15,USER8172,Customer3612,16,17,4,1734505859,2024-12-18,Incredible quality and performance. Very easy to set...,Incredible quality and performance. Very easy to set up and use.,Computers,0.9411764705882353
94,PROD000094,Laptop Pro 15,USER2443,Customer7725,3,8,4,1753859459,2025-07-30,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Would buy from this brand again.,Computers,0.375
95,PROD000095,Laptop Pro 15,USER4620,Customer2791,14,24,3,1743577859,2025-04-02,"It works, but there are better options. Perfect...","It works, but there are better options. Perfect for my needs.",Computers,0.5833333333333334
96,PROD000096,Laptop Pro 15,USER9817,Customer4204,20,20,5,1733296259,2024-12-04,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Customer service was helpful.,Computers,1.0
97,PROD000097,Laptop Pro 15,USER8916,Customer2706,6,16,5,1747811459,2025-05-21,Best computers I've ever owned. Could use some...,Best computers I've ever owned. Could use some improvements.,Computers,0.375
98,PROD000098,Laptop Pro 15,USER8808,Customer6547,11,14,4,1730877059,2024-11-06,Fantastic computers product! Not as described in the...,Fantastic computers product! Not as described in the listing.,Computers,0.7857142857142857
99,PROD000099,Laptop Pro 15,USER6978,Customer2517,4,5,4,1744355459,2025-04-11,Absolutely love this Laptop Pro 15! Would buy...,Absolutely love this Laptop Pro 15! Would buy from this brand again.,Computers,0.8
100,PROD000100,Laptop Pro 15,USER4003,Customer9447,14,16,3,1742973059,2025-03-26,"It works, but there are better options. Great...","It works, but there are better options. Great value for money.",Computers,0.875
101,PROD000101,Laptop Pro 15,USER6913,Customer7796,17,20,3,1728889859,2024-10-14,Standard computers with no surprises. Very easy to...,Standard computers with no surprises. Very easy to set up and use.,Computers,0.85
102,PROD000102,Laptop Pro 15,USER7940,Customer3511,25,32,5,1757833859,2025-09-14,Fantastic computers product! Great value for money....,Fantastic computers product! Great value for money.,Computers,0.78125
103,PROD000103,Laptop Pro 15,USER3372,Customer2451,0,7,4,1728025859,2024-10-04,Fantastic computers product! Very easy to set up...,Fantastic computers product! Very easy to set up and use.,Computers,0.0
104,PROD000104,Laptop Pro 15,USER4985,Customer2635,10,12,3,1748070659,2025-05-24,"It works, but there are better options. Perfect...","It works, but there are better options. Perfect for my needs.",Computers,0.8333333333333334
105,PROD000105,Laptop Pro 15,USER4976,Customer6033,9,19,3,1756365059,2025-08-28,The Laptop Pro 15 is okay for the...,The Laptop Pro 15 is okay for the price. Great value for money.,Computers,0.47368421052631576
106,PROD000106,Laptop Pro 15,USER1831,Customer3020,7,17,5,1755069059,2025-08-13,Absolutely love this Laptop Pro 15! Would buy...,Absolutely love this Laptop Pro 15! Would buy from this brand again.,Computers,0.4117647058823529
107,PROD000107,Laptop Pro 15,USER2916,Customer7838,16,25,3,1735283459,2024-12-27,Decent computers but nothing special. Could use some...,Decent computers but nothing special. Could use some improvements.,Computers,0.64
108,PROD000108,Laptop Pro 15,USER2485,Customer4023,23,30,4,1749712259,2025-06-12,Best computers I've ever owned. Would buy from...,Best computers I've ever owned. Would buy from this brand again.,Computers,0.7666666666666667
109,PROD000109,Laptop Pro 15,USER1007,Customer5405,15,19,4,1748675459,2025-05-31,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Much better than I expected.,Computers,0.7894736842105263
110,PROD000110,Laptop Pro 15,USER2222,Customer1683,7,14,3,1752822659,2025-07-18,"It works, but there are better options. The...","It works, but there are better options. The build quality is impressive.",Computers,0.5
111,PROD000111,Laptop Pro 15,USER3713,Customer2942,12,22,3,1745478659,2025-04-24,The Laptop Pro 15 is okay for the...,The Laptop Pro 15 is okay for the price. Much better than I expected.,Computers,0.5454545454545454
112,PROD000112,Laptop Pro 15,USER7460,Customer7868,18,18,5,1729149059,2024-10-17,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Not as described in the listing.,Computers,1.0
113,PROD000113,Laptop Pro 15,USER7431,Customer1584,24,34,5,1751094659,2025-06-28,Incredible quality and performance. Great value for money....,Incredible quality and performance. Great value for money.,Computers,0.7058823529411765
114,PROD000114,Laptop Pro 15,USER9622,Customer3825,19,29,3,1732518659,2024-11-25,Does the job but could be improved. Perfect...,Does the job but could be improved. Perfect for my needs.,Computers,0.6551724137931034
115,PROD000115,Laptop Pro 15,USER9081,Customer9323,13,13,4,1753513859,2025-07-26,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Fast shipping and good packaging.,Computers,1.0
116,PROD000116,Laptop Pro 15,USER8567,Customer8240,11,21,4,1732086659,2024-11-20,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Very easy to set up and use.,Computers,0.5238095238095238
117,PROD000117,Laptop Pro 15,USER9695,Customer1224,18,22,5,1742195459,2025-03-17,Highly recommend this Laptop Pro 15 to everyone....,Highly recommend this Laptop Pro 15 to everyone. Much better than I expected.,Computers,0.8181818181818182
118,PROD000118,Laptop Pro 15,USER6064,Customer1804,6,8,4,1746688259,2025-05-08,Worth every penny - the Laptop Pro 15...,Worth every penny - the Laptop Pro 15 is amazing. Not as described in the listing.,Computers,0.75
119,PROD000119,Laptop Pro 15,USER2968,Customer3914,21,22,5,1751181059,2025-06-29,Fantastic computers product! Could use some improvements....,Fantastic computers product! Could use some improvements.,Computers,0.9545454545454546
120,PROD000120,Laptop Pro 15,USER1339,Customer1024,24,34,4,1754723459,2025-08-09,Best computers I've ever owned. Not as described...,Best computers I've ever owned. Not as described in the listing.,Computers,0.7058823529411765
121,PROD000121,Laptop Pro 15,USER1727,Customer7920,23,31,5,1735888259,2025-01-03,Incredible quality and performance. Would buy from this...,Incredible quality and performance. Would buy from this brand again.,Computers,0.7419354838709677
122,PROD000122,Laptop Pro 15,USER8173,Customer5407,20,26,4,1735369859,2024-12-28,Fantastic computers product! Fast shipping and good packaging....,Fantastic computers product! Fast shipping and good packaging.,Computers,0.7692307692307693
123,PROD000123,Laptop Pro 15,USER3295,Customer4544,1,7,4,1757747459,2025-09-13,Best computers I've ever owned. Could use some...,Best computers I've ever owned. Could use some improvements.,Computers,0.14285714285714285
124,PROD000124,Laptop Pro 15,USER5465,Customer3601,3,9,4,1732345859,2024-11-23,Absolutely love this Laptop Pro 15! Fast shipping...,Absolutely love this Laptop Pro 15! Fast shipping and good packaging.,Computers,0.3333333333333333
125,PROD000125,Laptop Pro 15,USER3031,Customer4863,20,27,4,1733296259,2024-12-04,Absolutely love this Laptop Pro 15! Not as...,Absolutely love this Laptop Pro 15! Not as described in the listing.,Computers,0.7407407407407407
126,PROD000126,Laptop Pro 15,USER3662,Customer9409,10,12,2,1749107459,2025-06-05,Not worth the money - the Laptop Pro...,Not worth the money - the Laptop Pro 15 is terrible. Would buy from this brand again.,Computers,0.8333333333333334
127,PROD000127,Laptop Pro 15,USER6939,Customer4168,12,18,5,1753859459,2025-07-30,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Fast shipping and good packaging.,Computers,0.6666666666666666
128,PROD000128,Laptop Pro 15,USER8708,Customer2562,5,9,4,1730013059,2024-10-27,Absolutely love this Laptop Pro 15! Much better...,Absolutely love this Laptop Pro 15! Much better than I expected.,Computers,0.5555555555555556
129,PROD000129,Laptop Pro 15,USER1976,Customer2690,4,8,5,1728544259,2024-10-10,Fantastic computers product! Very easy to set up...,Fantastic computers product! Very easy to set up and use.,Computers,0.5
130,PROD000130,Laptop Pro 15,USER1104,Customer1570,18,19,3,1741849859,2025-03-13,Does the job but could be improved. Customer...,Does the job but could be improved. Customer service was helpful.,Computers,0.9473684210526315
131,PROD000131,Laptop Pro 15,USER2835,Customer9834,17,25,5,1734851459,2024-12-22,Absolutely love this Laptop Pro 15! The build...,Absolutely love this Laptop Pro 15! The build quality is impressive.,Computers,0.68
132,PROD000132,Laptop Pro 15,USER5167,Customer1188,7,9,3,1728457859,2024-10-09,Meets basic expectations. The build quality is impressive....,Meets basic expectations. The build quality is impressive.,Computers,0.7777777777777778
133,PROD000133,Laptop Pro 15,USER4001,Customer5031,10,13,4,1729926659,2024-10-26,The Laptop Pro 15 exceeded all my expectations....,The Laptop Pro 15 exceeded all my expectations. Fast shipping and good packaging.,Computers,0.7692307692307693
134,PROD000134,Laptop Pro 15,USER6729,Customer4568,8,18,4,1731049859,2024-11-08,Best computers I've ever owned. Would buy from...,Best computers I've ever owned. Would buy from this brand again.,Computers,0.4444444444444444
135,PROD000135,Laptop Pro 15,USER5066,Customer4095,2,10,4,1754118659,2025-08-02,Absolutely love this Laptop Pro 15! Fast shipping...,Absolutely love this Laptop Pro 15! Fast shipping and good packaging.,Computers,0.2
136,PROD000136,Laptop Pro 15,USER1855,Customer2868,12,22,3,1744269059,2025-04-10,Standard computers with no surprises. Not as described...,Standard computers with no surprises. Not as described in the listing.,Computers,0.5454545454545454
137,PROD000137,Laptop Pro 15,USER8543,Customer7462,20,25,3,1738998659,2025-02-08,Standard computers with no surprises. Perfect for my...,Standard computers with no surprises. Perfect for my needs.,Computers,0.8
